set F[2,12] :=  (2,3) (12,13) (12,22) (1,2) (11,12);

set F[3,4] :=  (3,13) (4,5) (4,14) (2,3);

set F[3,13] :=  (3,4) (13,14) (13,23) (2,3) (12,13);

set F[4,5] :=  (4,14) (5,6) (5,15) (3,4);

set F[4,14] :=  (4,5) (14,15) (14,24) (3,4) (13,14);

set F[5,6] :=  (5,15) (6,7) (6,16) (4,5);

set F[5,15] :=  (5,6) (15,16) (15,25) (4,5) (14,15);

set F[6,7] :=  (6,16) (7,8) (7,17) (5,6);

set F[6,16] :=  (6,7) (16,17) (16,26) (5,6) (15,16);

set F[7,8] :=  (7,17) (8,9) (8,18) (6,7);

set F[7,17] :=  (7,8) (17,18) (17,27) (6,7) (16,17);

set F[8,9] :=  (8,18) (9,10) (9,19) (7,8);

set F[8,18] :=  (8,9) (18,19) (18,28) (7,8) (17,18);

set F[9,10] :=  (9,19) (10,20) (8,9);

set F[9,19] :=  (9,10) (19,20) (19,29) (8,9) (18,19);

set F[10,20] :=  (20,30) (9,10) (19,20);

set F[11,12] :=  (11,21) (12,13) (12,22) (1,11) (2,12);

set F[11,21] :=  (11,12) (21,22) (21,31) (1,11);

set F[12,13] :=  (12,22) (13,14) (13,23) (2,12) (11,12) (3,13);

set F[12,22] :=  (12,13) (22,23) (22,32) (2,12) (11,12) (21,22);

set F[13,14] :=  (13,23) (14,15) (14,24) (3,13) (12,13) (4,14);

set F[13,23] :=  (13,14) (23,24) (23,33) (3,13) (12,13) (22,23);

set F[14,15] :=  (14,24) (15,16) (15,25) (4,14) (13,14) (5,15);

set F[14,24] :=  (14,15) (24,25) (24,34) (4,14) (13,14) (23,24);

set F[15,16] :=  (15,25) (16,17) (16,26) (5,15) (14,15) (6,16);

set F[15,25] :=  (15,16) (25,26) (25,35) (5,15) (14,15) (24,25);

set F[16,17] :=  (16,26) (17,18) (17,27) (6,16) (15,16) (7,17);

set F[16,26] :=  (16,17) (26,27) (26,36) (6,16) (15,16) (25,26);

set F[17,18] :=  (17,27) (18,19) (18,28) (7,17) (16,17) (8,18);

set F[17,27] :=  (17,18) (27,28) (27,37) (7,17) (16,17) (26,27);

set F[18,19] :=  (18,28) (19,20) (19,29) (8,18) (17,18) (9,19);

set F[18,28] :=  (18,19) (28,29) (28,38) (8,18) (17,18) (27,28);

set F[19,20] :=  (19,29) (20,30) (9,19) (18,19) (10,20);

set F[19,29] :=  (19,20) (29,30) (29,39) (9,19) (18,19) (28,29);

set F[20,30] :=  (30,40) (10,20) (19,20) (29,30);

set F[21,22] :=  (21,31) (22,23) (22,32) (11,21) (12,22);

set F[21,31] :=  (21,22) (31,32) (31,41) (11,21);

set F[22,23] :=  (22,32) (23,24) (23,33) (12,22) (21,22) (13,23);

set F[22,32] :=  (22,23) (32,33) (32,42) (12,22) (21,22) (31,32);

set F[23,24] :=  (23,33) (24,25) (24,34) (13,23) (22,23) (14,24);

set F[23,33] :=  (23,24) (33,34) (33,43) (13,23) (22,23) (32,33);

set F[24,25] :=  (24,34) (25,26) (25,35) (14,24) (23,24) (15,25);

set F[24,34] :=  (24,25) (34,35) (34,44) (14,24) (23,24) (33,34);

set F[25,26] :=  (25,35) (26,27) (26,36) (15,25) (24,25) (16,26);

set F[25,35] :=  (25,26) (35,36) (35,45) (15,25) (24,25) (34,35);

set F[26,27] :=  (26,36) (27,28) (27,37) (16,26) (25,26) (17,27);

set F[26,36] :=  (26,27) (36,37) (36,46) (16,26) (25,26) (35,36);

set F[27,28] :=  (27,37) (28,29) (28,38) (17,27) (26,27) (18,28);

set F[27,37] :=  (27,28) (37,38) (37,47) (17,27) (26,27) (36,37);

set F[28,29] :=  (28,38) (29,30) (29,39) (18,28) (27,28) (19,29);

set F[28,38] :=  (28,29) (38,39) (38,48) (18,28) (27,28) (37,38);

set F[29,30] :=  (29,39) (30,40) (19,29) (28,29) (20,30);

set F[29,39] :=  (29,30) (39,40) (39,49) (19,29) (28,29) (38,39);

set F[30,40] :=  (40,50) (20,30) (29,30) (39,40);

set F[31,32] :=  (31,41) (32,33) (32,42) (21,31) (22,32);

set F[31,41] :=  (31,32) (41,42) (41,51) (21,31);

set F[32,33] :=  (32,42) (33,34) (33,43) (22,32) (31,32) (23,33);

set F[32,42] :=  (32,33) (42,43) (42,52) (22,32) (31,32) (41,42);

set F[33,34] :=  (33,43) (34,35) (34,44) (23,33) (32,33) (24,34);

set F[33,43] :=  (33,34) (43,44) (43,53) (23,33) (32,33) (42,43);

set F[34,35] :=  (34,44) (35,36) (35,45) (24,34) (33,34) (25,35);

set F[34,44] :=  (34,35) (44,45) (44,54) (24,34) (33,34) (43,44);

set F[35,36] :=  (35,45) (36,37) (36,46) (25,35) (34,35) (26,36);

set F[35,45] :=  (35,36) (45,46) (45,55) (25,35) (34,35) (44,45);

set F[36,37] :=  (36,46) (37,38) (37,47) (26,36) (35,36) (27,37);

set F[36,46] :=  (36,37) (46,47) (46,56) (26,36) (35,36) (45,46);

set F[37,38] :=  (37,47) (38,39) (38,48) (27,37) (36,37) (28,38);

set F[37,47] :=  (37,38) (47,48) (47,57) (27,37) (36,37) (46,47);

set F[38,39] :=  (38,48) (39,40) (39,49) (28,38) (37,38) (29,39);

set F[38,48] :=  (38,39) (48,49) (48,58) (28,38) (37,38) (47,48);

set F[39,40] :=  (39,49) (40,50) (29,39) (38,39) (30,40);

set F[39,49] :=  (39,40) (49,50) (49,59) (29,39) (38,39) (48,49);

set F[40,50] :=  (50,60) (30,40) (39,40) (49,50);

set F[41,42] :=  (41,51) (42,43) (42,52) (31,41) (32,42);

set F[41,51] :=  (41,42) (51,52) (51,61) (31,41);

set F[42,43] :=  (42,52) (43,44) (43,53) (32,42) (41,42) (33,43);

set F[42,52] :=  (42,43) (52,53) (52,62) (32,42) (41,42) (51,52);

set F[43,44] :=  (43,53) (44,45) (44,54) (33,43) (42,43) (34,44);

set F[43,53] :=  (43,44) (53,54) (53,63) (33,43) (42,43) (52,53);

set F[44,45] :=  (44,54) (45,46) (45,55) (34,44) (43,44) (35,45);

set F[44,54] :=  (44,45) (54,55) (54,64) (34,44) (43,44) (53,54);

set F[45,46] :=  (45,55) (46,47) (46,56) (35,45) (44,45) (36,46);

set F[45,55] :=  (45,46) (55,56) (55,65) (35,45) (44,45) (54,55);

set F[46,47] :=  (46,56) (47,48) (47,57) (36,46) (45,46) (37,47);

set F[46,56] :=  (46,47) (56,57) (56,66) (36,46) (45,46) (55,56);

set F[47,48] :=  (47,57) (48,49) (48,58) (37,47) (46,47) (38,48);

set F[47,57] :=  (47,48) (57,58) (57,67) (37,47) (46,47) (56,57);

set F[48,49] :=  (48,58) (49,50) (49,59) (38,48) (47,48) (39,49);

set F[48,58] :=  (48,49) (58,59) (58,68) (38,48) (47,48) (57,58);

set F[49,50] :=  (49,59) (50,60) (39,49) (48,49) (40,50);

set F[49,59] :=  (49,50) (59,60) (59,69) (39,49) (48,49) (58,59);

set F[50,60] :=  (60,70) (40,50) (49,50) (59,60);

set F[51,52] :=  (51,61) (52,53) (52,62) (41,51) (42,52);

set F[51,61] :=  (51,52) (61,62) (61,71) (41,51);

set F[52,53] :=  (52,62) (53,54) (53,63) (42,52) (51,52) (43,53);

set F[52,62] :=  (52,53) (62,63) (62,72) (42,52) (51,52) (61,62);

set F[53,54] :=  (53,63) (54,55) (54,64) (43,53) (52,53) (44,54);

set F[53,63] :=  (53,54) (63,64) (63,73) (43,53) (52,53) (62,63);

set F[54,55] :=  (54,64) (55,56) (55,65) (44,54) (53,54) (45,55);

set F[54,64] :=  (54,55) (64,65) (64,74) (44,54) (53,54) (63,64);

set F[55,56] :=  (55,65) (56,57) (56,66) (45,55) (54,55) (46,56);

set F[55,65] :=  (55,56) (65,66) (65,75) (45,55) (54,55) (64,65);

set F[56,57] :=  (56,66) (57,58) (57,67) (46,56) (55,56) (47,57);

set F[56,66] :=  (56,57) (66,67) (66,76) (46,56) (55,56) (65,66);

set F[57,58] :=  (57,67) (58,59) (58,68) (47,57) (56,57) (48,58);

set F[57,67] :=  (57,58) (67,68) (67,77) (47,57) (56,57) (66,67);

set F[58,59] :=  (58,68) (59,60) (59,69) (48,58) (57,58) (49,59);

set F[58,68] :=  (58,59) (68,69) (68,78) (48,58) (57,58) (67,68);

set F[59,60] :=  (59,69) (60,70) (49,59) (58,59) (50,60);

set F[59,69] :=  (59,60) (69,70) (69,79) (49,59) (58,59) (68,69);

set F[60,70] :=  (70,80) (50,60) (59,60) (69,70);

set F[61,62] :=  (61,71) (62,63) (62,72) (51,61) (52,62);

set F[61,71] :=  (61,62) (71,72) (71,81) (51,61);

set F[62,63] :=  (62,72) (63,64) (63,73) (52,62) (61,62) (53,63);

set F[62,72] :=  (62,63) (72,73) (72,82) (52,62) (61,62) (71,72);

set F[63,64] :=  (63,73) (64,65) (64,74) (53,63) (62,63) (54,64);

set F[63,73] :=  (63,64) (73,74) (73,83) (53,63) (62,63) (72,73);

set F[64,65] :=  (64,74) (65,66) (65,75) (54,64) (63,64) (55,65);

set F[64,74] :=  (64,65) (74,75) (74,84) (54,64) (63,64) (73,74);

set F[65,66] :=  (65,75) (66,67) (66,76) (55,65) (64,65) (56,66);

set F[65,75] :=  (65,66) (75,76) (75,85) (55,65) (64,65) (74,75);

set F[66,67] :=  (66,76) (67,68) (67,77) (56,66) (65,66) (57,67);

set F[66,76] :=  (66,67) (76,77) (76,86) (56,66) (65,66) (75,76);

set F[67,68] :=  (67,77) (68,69) (68,78) (57,67) (66,67) (58,68);

set F[67,77] :=  (67,68) (77,78) (77,87) (57,67) (66,67) (76,77);

set F[68,69] :=  (68,78) (69,70) (69,79) (58,68) (67,68) (59,69);

set F[68,78] :=  (68,69) (78,79) (78,88) (58,68) (67,68) (77,78);

set F[69,70] :=  (69,79) (70,80) (59,69) (68,69) (60,70);

set F[69,79] :=  (69,70) (79,80) (79,89) (59,69) (68,69) (78,79);

set F[70,80] :=  (80,90) (60,70) (69,70) (79,80);

set F[71,72] :=  (71,81) (72,73) (72,82) (61,71) (62,72);

set F[71,81] :=  (71,72) (81,82) (81,91) (61,71);

set F[72,73] :=  (72,82) (73,74) (73,83) (62,72) (71,72) (63,73);

set F[72,82] :=  (72,73) (82,83) (82,92) (62,72) (71,72) (81,82);

set F[73,74] :=  (73,83) (74,75) (74,84) (63,73) (72,73) (64,74);

set F[73,83] :=  (73,74) (83,84) (83,93) (63,73) (72,73) (82,83);

set F[74,75] :=  (74,84) (75,76) (75,85) (64,74) (73,74) (65,75);

set F[74,84] :=  (74,75) (84,85) (84,94) (64,74) (73,74) (83,84);

set F[75,76] :=  (75,85) (76,77) (76,86) (65,75) (74,75) (66,76);

set F[75,85] :=  (75,76) (85,86) (85,95) (65,75) (74,75) (84,85);

set F[76,77] :=  (76,86) (77,78) (77,87) (66,76) (75,76) (67,77);

set F[76,86] :=  (76,77) (86,87) (86,96) (66,76) (75,76) (85,86);

set F[77,78] :=  (77,87) (78,79) (78,88) (67,77) (76,77) (68,78);

set F[77,87] :=  (77,78) (87,88) (87,97) (67,77) (76,77) (86,87);

set F[78,79] :=  (78,88) (79,80) (79,89) (68,78) (77,78) (69,79);

set F[78,88] :=  (78,79) (88,89) (88,98) (68,78) (77,78) (87,88);

set F[79,80] :=  (79,89) (80,90) (69,79) (78,79) (70,80);

set F[79,89] :=  (79,80) (89,90) (89,99) (69,79) (78,79) (88,89);

set F[80,90] :=  (90,100) (70,80) (79,80) (89,90);

set F[81,82] :=  (81,91) (82,83) (82,92) (71,81) (72,82);

set F[81,91] :=  (81,82) (91,92) (71,81);

set F[82,83] :=  (82,92) (83,84) (83,93) (72,82) (81,82) (73,83);

set F[82,92] :=  (82,83) (92,93) (72,82) (81,82) (91,92);

set F[83,84] :=  (83,93) (84,85) (84,94) (73,83) (82,83) (74,84);

set F[83,93] :=  (83,84) (93,94) (73,83) (82,83) (92,93);

set F[84,85] :=  (84,94) (85,86) (85,95) (74,84) (83,84) (75,85);

set F[84,94] :=  (84,85) (94,95) (74,84) (83,84) (93,94);

set F[85,86] :=  (85,95) (86,87) (86,96) (75,85) (84,85) (76,86);

set F[85,95] :=  (85,86) (95,96) (75,85) (84,85) (94,95);

set F[86,87] :=  (86,96) (87,88) (87,97) (76,86) (85,86) (77,87);

set F[86,96] :=  (86,87) (96,97) (76,86) (85,86) (95,96);

set F[87,88] :=  (87,97) (88,89) (88,98) (77,87) (86,87) (78,88);

set F[87,97] :=  (87,88) (97,98) (77,87) (86,87) (96,97);

set F[88,89] :=  (88,98) (89,90) (89,99) (78,88) (87,88) (79,89);

set F[88,98] :=  (88,89) (98,99) (78,88) (87,88) (97,98);

set F[89,90] :=  (89,99) (90,100) (79,89) (88,89) (80,90);

set F[89,99] :=  (89,90) (99,100) (79,89) (88,89) (98,99);

set F[90,100] :=  (80,90) (89,90) (99,100);

set F[91,92] :=  (92,93) (81,91) (82,92);

set F[92,93] :=  (93,94) (82,92) (91,92) (83,93);

set F[93,94] :=  (94,95) (83,93) (92,93) (84,94);

set F[94,95] :=  (95,96) (84,94) (93,94) (85,95);

set F[95,96] :=  (96,97) (85,95) (94,95) (86,96);

set F[96,97] :=  (97,98) (86,96) (95,96) (87,97);

set F[97,98] :=  (98,99) (87,97) (96,97) (88,98);

set F[98,99] :=  (99,100) (88,98) (97,98) (89,99);

set F[99,100] :=  (89,99) (98,99) (90,100);

param numPeriods := 18;

param numCrews := 20;

param workload := 0    1    0    1    2    1    1   11    1    2    3    4    2   12    3    3    4    0    3   13    1    4    5    2    4   14    4    5    6    4    5   15    0    6    7    4    6   16    4    7    8    2    7   17    4    8    9    0    8   18    2    9   10    4    9   19    3   10   20    4   11   12    3   11   21    0   12   13    4   12   22    4   13   14    3   13   23    3   14   15    3   14   24    1   15   16    3   15   25    0   16   17    3   16   26    0   17   18    1   17   27    0   18   19    0   18   28    4   19   20    3   19   29    1   20   30    4   21   22    0   21   31    2   22   23    1   22   32    3   23   24    3   23   33    0   24   25    2   24   34    2   25   26    3   25   35    3   26   27    3   26   36    1   27   28    3   27   37    3   28   29    0   28   38    0   29   30    2   29   39    4   30   40    1   31   32    2   31   41    1   32   33    3   32   42    1   33   34    2   33   43    3   34   35    4   34   44    4   35   36    2   35   45    0   36   37    0   36   46    1   37   38    4   37   47    1   38   39    4   38   48    1   39   40    4   39   49    1   40   50    0   41   42    1   41   51    3   42   43    2   42   52    1   43   44    4   43   53    2   44   45    2   44   54    4   45   46    1   45   55    3   46   47    3   46   56    1   47   48    2   47   57    0   48   49    0   48   58    2   49   50    3   49   59    4   50   60    0   51   52    2   51   61    2   52   53    0   52   62    1   53   54    0   53   63    3   54   55    1   54   64    2   55   56    0   55   65    3   56   57    1   56   66    3   57   58    3   57   67    3   58   59    2   58   68    0   59   60    1   59   69    4   60   70    0   61   62    4   61   71    2   62   63    4   62   72    0   63   64    2   63   73    0   64   65    4   64   74    0   65   66    3   65   75    4   66   67    4   66   76    0   67   68    1   67   77    1   68   69    4   68   78    2   69   70    4   69   79    0   70   80    1   71   72    0   71   81    0   72   73    4   72   82    2   73   74    2   73   83    0   74   75    4   74   84    3   75   76    1   75   85    2   76   77    2   76   86    0   77   78    1   77   87    0   78   79    0   78   88    1   79   80    2   79   89    0   80   90    4   81   82    4   81   91    2   82   83    2   82   92    1   83   84    4   83   93    1   84   85    0   84   94    3   85   86    1   85   95    1   86   87    2   86   96    0   87   88    0   87   97    4   88   89    4   88   98    2   89   90    0   89   99    1   90  100    1   91   92    4   92   93    0   93   94    0   94   95    0   95   96    3   96   97    3   97   98    3   98   99    2   99  100    2;

param functionality := 0    1    1    1    2    0    1   11    0    2    3    0    2   12    0    3    4    0    3   13    0    4    5    0    4   14    0    5    6    0    5   15    0    6    7    0    6   16    0    7    8    0    7   17    0    8    9    0    8   18    0    9   10    0    9   19    0   10   20    0   11   12    0   11   21    0   12   13    0   12   22    0   13   14    0   13   23    0   14   15    0   14   24    0   15   16    0   15   25    0   16   17    0   16   26    0   17   18    0   17   27    0   18   19    0   18   28    0   19   20    0   19   29    0   20   30    0   21   22    0   21   31    0   22   23    0   22   32    0   23   24    0   23   33    0   24   25    0   24   34    0   25   26    0   25   35    0   26   27    0   26   36    0   27   28    0   27   37    0   28   29    0   28   38    0   29   30    0   29   39    0   30   40    0   31   32    0   31   41    0   32   33    0   32   42    0   33   34    0   33   43    0   34   35    0   34   44    0   35   36    0   35   45    0   36   37    0   36   46    0   37   38    0   37   47    0   38   39    0   38   48    0   39   40    0   39   49    0   40   50    0   41   42    0   41   51    0   42   43    0   42   52    0   43   44    0   43   53    0   44   45    0   44   54    0   45   46    0   45   55    0   46   47    0   46   56    0   47   48    0   47   57    0   48   49    0   48   58    0   49   50    0   49   59    0   50   60    0   51   52    0   51   61    0   52   53    0   52   62    0   53   54    0   53   63    0   54   55    0   54   64    0   55   56    0   55   65    0   56   57    0   56   66    0   57   58    0   57   67    0   58   59    0   58   68    0   59   60    0   59   69    0   60   70    0   61   62    0   61   71    0   62   63    0   62   72    0   63   64    0   63   73    0   64   65    0   64   74    0   65   66    0   65   75    0   66   67    0   66   76    0   67   68    0   67   77    0   68   69    0   68   78    0   69   70    0   69   79    0   70   80    0   71   72    0   71   81    0   72   73    0   72   82    0   73   74    0   73   83    0   74   75    0   74   84    0   75   76    0   75   85    0   76   77    0   76   86    0   77   78    0   77   87    0   78   79    0   78   88    0   79   80    0   79   89    0   80   90    0   81   82    0   81   91    0   82   83    0   82   92    0   83   84    0   83   93    0   84   85    0   84   94    0   85   86    0   85   95    0   86   87    0   86   96    0   87   88    0   87   97    0   88   89    0   88   98    0   89   90    0   89   99    0   90  100    0   91   92    0   92   93    0   93   94    0   94   95    0   95   96    0   96   97    0   97   98    0   98   99    0   99  100    0;

