set F[13,14] :=  (13,21) (14,15) (14,22) (5,13) (12,13) (6,14);

set F[13,21] :=  (13,14) (21,22) (21,29) (5,13) (12,13) (20,21);

set F[14,15] :=  (14,22) (15,16) (15,23) (6,14) (13,14) (7,15);

set F[14,22] :=  (14,15) (22,23) (22,30) (6,14) (13,14) (21,22);

set F[15,16] :=  (15,23) (16,24) (7,15) (14,15) (8,16);

set F[15,23] :=  (15,16) (23,24) (23,31) (7,15) (14,15) (22,23);

set F[16,24] :=  (24,32) (8,16) (15,16) (23,24);

set F[17,18] :=  (17,25) (18,19) (18,26) (9,17) (10,18);

set F[17,25] :=  (17,18) (25,26) (25,33) (9,17);

set F[18,19] :=  (18,26) (19,20) (19,27) (10,18) (17,18) (11,19);

set F[18,26] :=  (18,19) (26,27) (26,34) (10,18) (17,18) (25,26);

set F[19,20] :=  (19,27) (20,21) (20,28) (11,19) (18,19) (12,20);

set F[19,27] :=  (19,20) (27,28) (27,35) (11,19) (18,19) (26,27);

set F[20,21] :=  (20,28) (21,22) (21,29) (12,20) (19,20) (13,21);

set F[20,28] :=  (20,21) (28,29) (28,36) (12,20) (19,20) (27,28);

set F[21,22] :=  (21,29) (22,23) (22,30) (13,21) (20,21) (14,22);

set F[21,29] :=  (21,22) (29,30) (29,37) (13,21) (20,21) (28,29);

set F[22,23] :=  (22,30) (23,24) (23,31) (14,22) (21,22) (15,23);

set F[22,30] :=  (22,23) (30,31) (30,38) (14,22) (21,22) (29,30);

set F[23,24] :=  (23,31) (24,32) (15,23) (22,23) (16,24);

set F[23,31] :=  (23,24) (31,32) (31,39) (15,23) (22,23) (30,31);

set F[24,32] :=  (32,40) (16,24) (23,24) (31,32);

set F[25,26] :=  (25,33) (26,27) (26,34) (17,25) (18,26);

set F[25,33] :=  (25,26) (33,34) (33,41) (17,25);

set F[26,27] :=  (26,34) (27,28) (27,35) (18,26) (25,26) (19,27);

set F[26,34] :=  (26,27) (34,35) (34,42) (18,26) (25,26) (33,34);

set F[27,28] :=  (27,35) (28,29) (28,36) (19,27) (26,27) (20,28);

set F[27,35] :=  (27,28) (35,36) (35,43) (19,27) (26,27) (34,35);

set F[28,29] :=  (28,36) (29,30) (29,37) (20,28) (27,28) (21,29);

set F[28,36] :=  (28,29) (36,37) (36,44) (20,28) (27,28) (35,36);

set F[29,30] :=  (29,37) (30,31) (30,38) (21,29) (28,29) (22,30);

set F[29,37] :=  (29,30) (37,38) (37,45) (21,29) (28,29) (36,37);

set F[30,31] :=  (30,38) (31,32) (31,39) (22,30) (29,30) (23,31);

set F[30,38] :=  (30,31) (38,39) (38,46) (22,30) (29,30) (37,38);

set F[31,32] :=  (31,39) (32,40) (23,31) (30,31) (24,32);

set F[31,39] :=  (31,32) (39,40) (39,47) (23,31) (30,31) (38,39);

set F[32,40] :=  (40,48) (24,32) (31,32) (39,40);

set F[33,34] :=  (33,41) (34,35) (34,42) (25,33) (26,34);

set F[33,41] :=  (33,34) (41,42) (41,49) (25,33);

set F[34,35] :=  (34,42) (35,36) (35,43) (26,34) (33,34) (27,35);

set F[34,42] :=  (34,35) (42,43) (42,50) (26,34) (33,34) (41,42);

set F[35,36] :=  (35,43) (36,37) (36,44) (27,35) (34,35) (28,36);

set F[35,43] :=  (35,36) (43,44) (43,51) (27,35) (34,35) (42,43);

set F[36,37] :=  (36,44) (37,38) (37,45) (28,36) (35,36) (29,37);

set F[36,44] :=  (36,37) (44,45) (44,52) (28,36) (35,36) (43,44);

set F[37,38] :=  (37,45) (38,39) (38,46) (29,37) (36,37) (30,38);

set F[37,45] :=  (37,38) (45,46) (45,53) (29,37) (36,37) (44,45);

set F[38,39] :=  (38,46) (39,40) (39,47) (30,38) (37,38) (31,39);

set F[38,46] :=  (38,39) (46,47) (46,54) (30,38) (37,38) (45,46);

set F[39,40] :=  (39,47) (40,48) (31,39) (38,39) (32,40);

set F[39,47] :=  (39,40) (47,48) (47,55) (31,39) (38,39) (46,47);

set F[40,48] :=  (48,56) (32,40) (39,40) (47,48);

set F[41,42] :=  (41,49) (42,43) (42,50) (33,41) (34,42);

set F[41,49] :=  (41,42) (49,50) (49,57) (33,41);

set F[42,43] :=  (42,50) (43,44) (43,51) (34,42) (41,42) (35,43);

set F[42,50] :=  (42,43) (50,51) (50,58) (34,42) (41,42) (49,50);

set F[43,44] :=  (43,51) (44,45) (44,52) (35,43) (42,43) (36,44);

set F[43,51] :=  (43,44) (51,52) (51,59) (35,43) (42,43) (50,51);

set F[44,45] :=  (44,52) (45,46) (45,53) (36,44) (43,44) (37,45);

set F[44,52] :=  (44,45) (52,53) (52,60) (36,44) (43,44) (51,52);

set F[45,46] :=  (45,53) (46,47) (46,54) (37,45) (44,45) (38,46);

set F[45,53] :=  (45,46) (53,54) (53,61) (37,45) (44,45) (52,53);

set F[46,47] :=  (46,54) (47,48) (47,55) (38,46) (45,46) (39,47);

set F[46,54] :=  (46,47) (54,55) (54,62) (38,46) (45,46) (53,54);

set F[47,48] :=  (47,55) (48,56) (39,47) (46,47) (40,48);

set F[47,55] :=  (47,48) (55,56) (55,63) (39,47) (46,47) (54,55);

set F[48,56] :=  (56,64) (40,48) (47,48) (55,56);

set F[49,50] :=  (49,57) (50,51) (50,58) (41,49) (42,50);

set F[49,57] :=  (49,50) (57,58) (41,49);

set F[50,51] :=  (50,58) (51,52) (51,59) (42,50) (49,50) (43,51);

set F[50,58] :=  (50,51) (58,59) (42,50) (49,50) (57,58);

set F[51,52] :=  (51,59) (52,53) (52,60) (43,51) (50,51) (44,52);

set F[51,59] :=  (51,52) (59,60) (43,51) (50,51) (58,59);

set F[52,53] :=  (52,60) (53,54) (53,61) (44,52) (51,52) (45,53);

set F[52,60] :=  (52,53) (60,61) (44,52) (51,52) (59,60);

set F[53,54] :=  (53,61) (54,55) (54,62) (45,53) (52,53) (46,54);

set F[53,61] :=  (53,54) (61,62) (45,53) (52,53) (60,61);

set F[54,55] :=  (54,62) (55,56) (55,63) (46,54) (53,54) (47,55);

set F[54,62] :=  (54,55) (62,63) (46,54) (53,54) (61,62);

set F[55,56] :=  (55,63) (56,64) (47,55) (54,55) (48,56);

set F[55,63] :=  (55,56) (63,64) (47,55) (54,55) (62,63);

set F[56,64] :=  (48,56) (55,56) (63,64);

set F[57,58] :=  (58,59) (49,57) (50,58);

set F[58,59] :=  (59,60) (50,58) (57,58) (51,59);

set F[59,60] :=  (60,61) (51,59) (58,59) (52,60);

set F[60,61] :=  (61,62) (52,60) (59,60) (53,61);

set F[61,62] :=  (62,63) (53,61) (60,61) (54,62);

set F[62,63] :=  (63,64) (54,62) (61,62) (55,63);

set F[63,64] :=  (55,63) (62,63) (56,64);

param numPeriods := 14;

param numCrews := 15;

param workload := 0   1   0   1   2   1   1   9   1   2   3   0   2  10   2   3   4   2   3  11   3   4   5   3   4  12   3   5   6   1   5  13   3   6   7   3   6  14   0   7   8   0   7  15   2   8  16   4   9  10   1   9  17   2  10  11   1  10  18   3  11  12   1  11  19   2  12  13   3  12  20   4  13  14   4  13  21   2  14  15   0  14  22   0  15  16   1  15  23   4  16  24   1  17  18   4  17  25   1  18  19   4  18  26   1  19  20   0  19  27   1  20  21   3  20  28   2  21  22   1  21  29   4  22  23   2  22  30   2  23  24   4  23  31   1  24  32   3  25  26   3  25  33   1  26  27   2  26  34   0  27  28   0  27  35   2  28  29   3  28  36   4  29  30   0  29  37   2  30  31   2  30  38   0  31  32   1  31  39   0  32  40   3  33  34   1  33  41   2  34  35   0  34  42   3  35  36   1  35  43   3  36  37   3  36  44   3  37  38   2  37  45   0  38  39   1  38  46   4  39  40   0  39  47   4  40  48   2  41  42   4  41  49   0  42  43   2  42  50   0  43  44   4  43  51   0  44  45   3  44  52   4  45  46   4  45  53   0  46  47   1  46  54   1  47  48   4  47  55   2  48  56   4  49  50   0  49  57   1  50  51   0  50  58   0  51  52   4  51  59   2  52  53   2  52  60   0  53  54   4  53  61   3  54  55   1  54  62   2  55  56   2  55  63   0  56  64   1  57  58   0  58  59   0  59  60   1  60  61   2  61  62   0  62  63   4  63  64   4;

param functionality := 0   1   1   1   2   0   1   9   0   2   3   0   2  10   0   3   4   0   3  11   0   4   5   0   4  12   0   5   6   0   5  13   0   6   7   0   6  14   0   7   8   0   7  15   0   8  16   0   9  10   0   9  17   0  10  11   0  10  18   0  11  12   0  11  19   0  12  13   0  12  20   0  13  14   0  13  21   0  14  15   0  14  22   0  15  16   0  15  23   0  16  24   0  17  18   0  17  25   0  18  19   0  18  26   0  19  20   0  19  27   0  20  21   0  20  28   0  21  22   0  21  29   0  22  23   0  22  30   0  23  24   0  23  31   0  24  32   0  25  26   0  25  33   0  26  27   0  26  34   0  27  28   0  27  35   0  28  29   0  28  36   0  29  30   0  29  37   0  30  31   0  30  38   0  31  32   0  31  39   0  32  40   0  33  34   0  33  41   0  34  35   0  34  42   0  35  36   0  35  43   0  36  37   0  36  44   0  37  38   0  37  45   0  38  39   0  38  46   0  39  40   0  39  47   0  40  48   0  41  42   0  41  49   0  42  43   0  42  50   0  43  44   0  43  51   0  44  45   0  44  52   0  45  46   0  45  53   0  46  47   0  46  54   0  47  48   0  47  55   0  48  56   0  49  50   0  49  57   0  50  51   0  50  58   0  51  52   0  51  59   0  52  53   0  52  60   0  53  54   0  53  61   0  54  55   0  54  62   0  55  56   0  55  63   0  56  64   0  57  58   0  58  59   0  59  60   0  60  61   0  61  62   0  62  63   0  63  64   0;

